epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.04082536697387695,0.959174633026123,1e-04,0.02222151681780815,0.9777784943580627
1,0.08592157065868378,0.914078414440155,1e-04,0.02224511094391346,0.9777548909187317
2,0.10481957346200943,0.8951804041862488,1e-04,0.022272232919931412,0.9777277708053589
